"breadwinner_ns__BillingScheduleName__c","breadwinner_ns__ClassName__c","breadwinner_ns__CreatedFrom__c","breadwinner_ns__CreatedFrom_Estimate__c","breadwinner_ns__CreatedFromInternalId__c","breadwinner_ns__Created_Via__c","breadwinner_ns__CurrencyName__c","breadwinner_ns__CustomFormInternalId__c","breadwinner_ns__Entity__c","breadwinner_ns__EntityInternalId__c","breadwinner_ns__TranDate__c","breadwinner_ns__CreatedDate__c","breadwinner_ns__DepartmentName__c","breadwinner_ns__DiscountItemInternalId__c","breadwinner_ns__DiscountRate__c","breadwinner_ns__DiscountTotal__c","breadwinner_ns__EndDate__c","breadwinner_ns__ExchangeRate__c","breadwinner_ns__ExternalId__c","breadwinner_ns__Flag__c","breadwinner_ns__GiftCertApplied__c","breadwinner_ns__HandlingCost__c","breadwinner_ns__InternalId__c","breadwinner_ns__LastModifiedDate__c","breadwinner_ns__LocationName__c","breadwinner_ns__Memo__c","breadwinner_ns__NetSuite_Org_Id__c","breadwinner_ns__OtherRefNum__c","breadwinner_ns__PrimaryContact__c","breadwinner_ns__PrimaryContactInternalId__c","breadwinner_ns__SalesEffectiveDate__c","Name","breadwinner_ns__SalesRepName__c","breadwinner_ns__Salesforce_Account__c","breadwinner_ns__Salesforce_Opportunity__c","breadwinner_ns__ShippingCost__c","breadwinner_ns__ShipMethodName__c","breadwinner_ns__StartDate__c","breadwinner_ns__Status__c","breadwinner_ns__Subsidiary__c","breadwinner_ns__SubTotal__c","breadwinner_ns__Tax2Total__c","breadwinner_ns__TaxTotal__c","breadwinner_ns__TermsName__c","breadwinner_ns__TermsInternalId__c","breadwinner_ns__Total__c"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:26.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89536","2025-12-05T14:07:26.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4292","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:28.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89537","2025-12-05T14:07:28.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4293","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:29.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89538","2025-12-05T14:07:29.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4294","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:30.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89539","2025-12-05T14:07:30.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4295","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:32.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89540","2025-12-05T14:07:32.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4296","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:33.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89541","2025-12-05T14:07:33.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4297","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:35.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89542","2025-12-05T14:07:35.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4298","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:36.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89543","2025-12-05T14:07:36.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4299","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:37.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89544","2025-12-05T14:07:37.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4300","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:39.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89545","2025-12-05T14:07:39.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4301","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:40.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89546","2025-12-05T14:07:40.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4302","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:42.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89547","2025-12-05T14:07:42.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4303","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:43.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89548","2025-12-05T14:07:43.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4304","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:44.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89549","2025-12-05T14:07:44.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4305","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:49.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89550","2025-12-05T14:07:49.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4306","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:51.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89551","2025-12-05T14:07:51.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4307","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:52.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89552","2025-12-05T14:07:52.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4308","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:54.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89553","2025-12-05T14:07:54.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4309","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:55.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89554","2025-12-05T14:07:55.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4310","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:56.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89555","2025-12-05T14:07:56.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4311","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:57.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89556","2025-12-05T14:07:57.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4312","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:07:59.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89557","2025-12-05T14:07:59.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4313","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:00.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89558","2025-12-05T14:08:00.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4314","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:02.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89559","2025-12-05T14:08:02.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4315","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:03.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89560","2025-12-05T14:08:03.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4316","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:04.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89561","2025-12-05T14:08:04.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4317","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:06.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89562","2025-12-05T14:08:06.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4318","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:07.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89563","2025-12-05T14:08:07.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4319","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:09.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89564","2025-12-05T14:08:09.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4320","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:10.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89565","2025-12-05T14:08:10.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4321","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:11.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89566","2025-12-05T14:08:11.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4322","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:13.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89567","2025-12-05T14:08:13.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4323","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:14.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89568","2025-12-05T14:08:14.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4324","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:16.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89569","2025-12-05T14:08:16.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4325","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:17.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89570","2025-12-05T14:08:17.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4326","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:18.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89571","2025-12-05T14:08:18.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4327","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:20.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89572","2025-12-05T14:08:20.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4328","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:21.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89573","2025-12-05T14:08:21.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4329","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:23.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89574","2025-12-05T14:08:23.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4330","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:24.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89575","2025-12-05T14:08:24.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4331","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:25.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89576","2025-12-05T14:08:25.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4332","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:27.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89577","2025-12-05T14:08:27.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4333","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:28.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89578","2025-12-05T14:08:28.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4334","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:29.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89579","2025-12-05T14:08:29.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4335","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:31.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89580","2025-12-05T14:08:31.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4336","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:32.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89581","2025-12-05T14:08:32.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4337","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:34.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89582","2025-12-05T14:08:34.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4338","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:35.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89583","2025-12-05T14:08:35.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4339","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:37.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89584","2025-12-05T14:08:37.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4340","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:39.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89585","2025-12-05T14:08:39.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4341","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
"","","","","","Preview Sync","USD","","a05Ip0000029j3aIAA","87910","2025-12-05","2025-12-05T14:08:40.000Z","","","","","","1.0","","<img src=""/resource/breadwinner_ns__Breadwinner_for_NetSuite/Breadwinner/Images/pencil.png"" alt=""Pending Approval"" style=""height:16px; width:16px;"" border=""0""/>","","","89586","2025-12-05T14:08:40.000Z","","","TSTDRV2119874","","","","2025-12-05","SO4342","","","","","Airborne","","Pending Approval","a0WIp0000059PjqMAE","147.61","","0.0","Net 30","2","147.61"
